filing_year,filing_period,issue_code,total_spend,quarter,issue_display
2024,second_quarter,GAM,2159202.095238095,2,Gaming/Gambling/Casino
2024,second_quarter,ADV,2240708.0967278336,2,Advertising
2023,third_quarter,MAR,7574554.85032667,3,Marine/Maritime/Boating/Fisheries
2023,fourth_quarter,IND,6370943.022172273,4,Indian/Native American Affairs
2025,second_quarter,TOU,3376463.1206349204,2,Travel/Tourism
2025,first_quarter,TAR,9079673.035773313,1,Tariff (miscellaneous tariff bills)
2024,third_quarter,INS,15535291.358428799,3,Insurance
2022,first_quarter,CAW,9369353.924417103,1,Clean Air and Water (quality)
2023,third_quarter,RET,8422659.744499292,3,Retirement
2025,first_quarter,AVI,17440871.164518468,1,Aviation/Airlines/Airports
2023,first_quarter,AER,7169022.171776002,1,Aerospace
2022,third_quarter,TOB,5573286.563118581,3,Tobacco
2022,third_quarter,MAR,7200549.63291662,3,Marine/Maritime/Boating/Fisheries
2025,third_quarter,ANI,3410592.90632668,3,Animals
2025,second_quarter,POS,2692846.2484564506,2,Postal
2024,third_quarter,ECN,6018357.981441804,3,Economics/Economic Development
2023,fourth_quarter,TAR,2448793.290179265,4,Tariff (miscellaneous tariff bills)
2022,third_quarter,FOR,11187363.29747041,3,Foreign Relations
2023,second_quarter,RET,9479886.233575702,2,Retirement
2022,fourth_quarter,RES,2365545.733882784,4,Real Estate/Land Use/Conservation
2024,first_quarter,BAN,29909922.735674247,1,Banking
2025,third_quarter,VET,13811514.42287611,3,Veterans
2024,second_quarter,MED,5792911.60339627,2,Medical/Disease Research/Clinical Labs
2023,second_quarter,CPT,22340115.143945433,2,Copyright/Patent/Trademark
2023,second_quarter,CPI,14415746.431724919,2,Computer Industry
2025,second_quarter,AER,8531185.997094557,2,Aerospace
2022,fourth_quarter,CAW,9177002.040914081,4,Clean Air and Water (quality)
2024,second_quarter,DIS,4021951.5445506936,2,Disaster Planning/Emergencies
2023,second_quarter,MAR,7736420.793467274,2,Marine/Maritime/Boating/Fisheries
2023,fourth_quarter,GOV,17792300.680323325,4,Government Issues
2023,first_quarter,INT,4611251.117306607,1,Intelligence
2023,third_quarter,TRU,2865229.5133533133,3,Trucking/Shipping
2023,fourth_quarter,FOO,6734445.896283782,4,"Food Industry (safety, labeling, etc.)"
2022,first_quarter,LBR,30480102.07533859,1,Labor Issues/Antitrust/Workplace
2025,fourth_quarter,TOB,7386174.799977801,4,Tobacco
2023,third_quarter,ACC,2340348.113933452,3,Accounting
2025,third_quarter,SPO,3907808.0764901764,3,Sports/Athletics
2023,third_quarter,CPT,22584846.455068275,3,Copyright/Patent/Trademark
2023,fourth_quarter,FAM,1459029.237301114,4,Family issues/Abortion/Adoption
2023,first_quarter,TOU,3458451.757742258,1,Travel/Tourism
2026,first_quarter,INT,4924355.78887436,1,Intelligence
2023,fourth_quarter,AUT,8554566.280780151,4,Automotive Industry
2024,fourth_quarter,AER,7019028.886104066,4,Aerospace
2022,second_quarter,UNM,1447290.70966811,2,Unemployment
2022,fourth_quarter,RRR,4340432.070506781,4,Railroads
2025,second_quarter,INT,4302671.087012987,2,Intelligence
2024,second_quarter,CIV,7269312.379164108,2,Civil Rights/Civil Liberties
2024,second_quarter,FIR,5590174.686911128,2,Firearms/Guns/Ammunition
2023,second_quarter,TOB,5610900.982158365,2,Tobacco
2022,second_quarter,ADV,2064545.8023618541,2,Advertising
2022,first_quarter,RRR,3137696.361622528,1,Railroads
2025,third_quarter,FUE,6043392.394877018,3,Fuel/Gas/Oil
2024,second_quarter,WEL,776690.7193048496,2,Welfare
2024,second_quarter,ALC,1459132.121019536,2,Alcohol and Drug Abuse
2025,fourth_quarter,ACC,7389014.285714286,4,Accounting
2024,second_quarter,UNM,286658.113997114,2,Unemployment
2023,fourth_quarter,BEV,1252688.912087912,4,Beverage Industry
2023,second_quarter,TRU,2699361.8438772336,2,Trucking/Shipping
2025,first_quarter,AUT,11071985.330617074,1,Automotive Industry
2024,second_quarter,REL,154734.84848484848,2,Religion
2022,second_quarter,GAM,2135973.7106227106,2,Gaming/Gambling/Casino
2025,fourth_quarter,RET,10369060.565629367,4,Retirement
2022,fourth_quarter,WAS,1637141.3777777778,4,Waste (hazardous/solid/interstate/nuclear)
2024,fourth_quarter,TOU,3504814.2931283275,4,Travel/Tourism
2024,fourth_quarter,INT,3204026.5136870695,4,Intelligence
2025,fourth_quarter,APP,405643.87212787214,4,Apparel/Clothing Industry/Textiles
2022,first_quarter,WAS,1568271.1977398042,1,Waste (hazardous/solid/interstate/nuclear)
2024,fourth_quarter,POS,2583913.332156732,4,Postal
2022,second_quarter,ALC,1673109.9004061704,2,Alcohol and Drug Abuse
2025,fourth_quarter,TRU,3012780.751545122,4,Trucking/Shipping
2022,third_quarter,APP,442360.1391941392,3,Apparel/Clothing Industry/Textiles
2023,first_quarter,POS,2694495.836892576,1,Postal
2026,first_quarter,POS,2963817.147946282,1,Postal
2023,fourth_quarter,MIA,1570875.0,4,Media (information/publishing)
2022,second_quarter,WEL,629073.5453030632,2,Welfare
2025,fourth_quarter,MON,696524.8917748918,4,Minting/Money/Gold Standard
2023,third_quarter,MON,65833.33333333334,3,Minting/Money/Gold Standard
2022,third_quarter,MON,220467.46666666667,3,Minting/Money/Gold Standard
2025,third_quarter,CDT,1630393.3566433568,3,Commodities (big ticket)
2022,second_quarter,FIR,4573687.8792494275,2,Firearms/Guns/Ammunition
2025,third_quarter,BNK,630890.522875817,3,Bankruptcy
2025,first_quarter,BEV,1892182.0,1,Beverage Industry
2023,second_quarter,APP,806105.1936507937,2,Apparel/Clothing Industry/Textiles
2024,third_quarter,DOC,166121.68798064682,3,District of Columbia
2022,second_quarter,REL,98614.71861471861,2,Religion
2023,third_quarter,APP,840482.8269841269,3,Apparel/Clothing Industry/Textiles
2024,first_quarter,DOC,167763.45146754352,1,District of Columbia
2023,second_quarter,MON,74166.66666666666,2,Minting/Money/Gold Standard
